S,Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3281,Hyundai,Hyundai Verna 1.6,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582,126.2,5,8.6
3282,Volkswagen,Volkswagen Polo 1.2,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198,74.0,5,7.53
3283,Renault,Renault Duster 110PS,Mumbai,2014,58002,Diesel,Manual,First,19.64,1461,108.45,5,5.75
3284,Honda,Honda Brio S,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198,86.8,5,4.15
3285,Ford,Ford Figo 2015-2019,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196,86.8,5,5.84
3286,Audi,Audi A6 2.0,Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968,187.74,5,16.5
3287,BMW,BMW X5 2014-2019,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993,258.0,7,43.0
3288,Hyundai,Hyundai i10 Sportz,Pune,2013,45000,Petrol,Manual,First,20.36,1197,78.9,5,3.55
3289,Hyundai,Hyundai i20 1.2,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197,81.83,5,8.9
3290,Skoda,Skoda Octavia L,Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896,90.0,5,2.5
3291,Hyundai,Hyundai Verna Transform,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493,110.0,5,3.85
3292,Hyundai,Hyundai Verna 1.6,Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591,121.4,5,7.5
3293,Hyundai,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341,61.0,5,1.8
3294,Ford,Ford Figo ,Chennai,2010,78000,Diesel,Manual,First,20.0,1399,68.0,5,2.25
3295,Audi,Audi A6 2011-2015,Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968,174.33,5,24.25
3296,Volkswagen,Volkswagen Polo 1.2,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198,74.0,5,4.35
3297,BMW,BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995,184.0,5,11.5
3298,Honda,Honda City i,Kolkata,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,4.75
3299,Hyundai,Hyundai i20 Sportz,Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396,90.0,5,4.99
3300,Honda,Honda Jazz 1.2,Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199,88.7,5,9.15
3301,Honda,Honda CR-V 2.4,Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354,152.0,5,13.99
3302,Mercedes-Benz,Mercedes-Benz A Class,Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143,107.3,5,19.75
3303,Mahindra,Mahindra XUV500 AT,Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179,140.0,7,16.77
3304,Mahindra,Mahindra Bolero SLX,Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523,63.0,7,2.5
3305,Renault,Renault Scala RxL,Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498,99.6,5,3.65
3306,Land,Land Rover Freelander,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179,187.74,5,23.5
3307,Maruti,Maruti Alto 800,Pune,2017,38000,Petrol,Manual,First,22.74,796,47.3,5,3.11
3308,Toyota,Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6,1496,88.73,5,4.57
3309,Hyundai,Hyundai i20 Sportz,Mumbai,2014,17858,Petrol,Manual,First,17.0,1197,80.0,5,5.32
3310,Hyundai,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197,78.9,5,3.2
3311,Maruti,Maruti Swift VDI,Kochi,2016,67906,Diesel,Manual,First,25.2,1248,74.0,5,5.63
3312,Hyundai,Hyundai EON Magna,Hyderabad,2015,19000,Petrol,Manual,First,21.1,814,55.2,5,3.0
3313,BMW,BMW 3 Series,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995,190.0,5,9.25
3314,Tata,Tata Indigo XL,Delhi,2011,80000,Diesel,Manual,First,23.57,1396,70.0,5,1.2
3315,Maruti,Maruti Alto 800,Delhi,2015,61000,Petrol,Manual,First,22.74,796,47.3,5,2.15
3316,Volkswagen,Volkswagen Polo ,Pune,2010,39000,Diesel,Manual,First,22.07,1199,73.9,5,3.05
3317,Toyota,Toyota Corolla Altis,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798,138.03,5,11.5
3318,Hyundai,Hyundai Santro Xing,Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086,62.1,5,2.3
3319,Maruti,Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4,1197,81.8,5,4.95
3320,Renault,Renault Scala ,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461,84.8,5,4.75
3321,Maruti,Maruti Vitara Brezza,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248,88.5,5,10.15
3322,Nissan,Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06,1198,75.0,5,2.65
3323,Ford,Ford Figo ,Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399,68.05,5,3.8
3324,Honda,Honda CR-V 2.0,Kochi,2017,41697,Petrol,Automatic,First,13.1,1997,141.1,5,16.68
3325,Nissan,Nissan Terrano XV,Pune,2014,163000,Diesel,Manual,First,19.01,1461,108.5,5,5.0
3326,Toyota,Toyota Etios Liva,Chennai,2011,42000,Petrol,Manual,Second,17.71,1197,78.9,5,3.75
3327,Hyundai,Hyundai i20 Asta,Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396,88.76,5,4.11
3328,Ford,Ford Figo Aspire,Chennai,2015,32200,Petrol,Manual,Second,18.16,1196,86.8,5,4.25
3329,Mitsubishi,Mitsubishi Pajero 2.8,Mumbai,2004,129000,Diesel,Manual,First,10.5,2835,107.2,6,3.45
3330,Audi,Audi A4 2.0,Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,22.5
3331,Toyota,Toyota Innova 2.0,Delhi,2006,150000,Petrol,Manual,First,12.4,1998,132.0,8,4.5
3332,Chevrolet,Chevrolet Aveo U-VA,Jaipur,2007,140000,Petrol,Manual,First,15.26,1150,74.9,5,0.9
3333,Hyundai,Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341,83.0,5,1.85
3334,Honda,Honda Amaze S,Kolkata,2013,39575,Diesel,Manual,First,25.8,1498,98.6,5,3.25
3335,Ford,Ford Ecosport 1.5,Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498,89.84,5,7.34
3336,Volkswagen,Volkswagen CrossPolo 1.5,Kolkata,2015,26256,Diesel,Manual,First,20.14,1498,88.5,5,4.25
3337,Hyundai,Hyundai Elite i20,Delhi,2016,13460,Petrol,Manual,First,18.6,1197,81.86,5,6.45
3338,Toyota,Toyota Innova 2.5,Chennai,2011,122000,Diesel,Manual,Second,12.8,2494,102.0,8,10.75
3339,Mercedes-Benz,Mercedes-Benz M-Class ML,Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143,203.2,5,27.75
3340,Maruti,Maruti Wagon R,Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061,64.0,5,0.99
3341,Ford,Ford Endeavour 2.2,Pune,2016,75000,Diesel,Automatic,First,12.62,2198,158.0,7,24.0
3342,Hyundai,Hyundai Elite i20,Jaipur,2016,30292,Petrol,Manual,First,18.6,1197,81.86,5,6.1
3343,Honda,Honda WRV i-VTEC,Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199,88.7,5,8.25
3344,Volkswagen,Volkswagen Polo ,Bangalore,2013,74000,Petrol,Manual,First,16.47,1198,73.9,5,4.65
3345,Honda,Honda CR-V 2.0L,Mumbai,2014,56100,Petrol,Manual,First,13.7,1997,153.86,5,9.75
3346,Hyundai,Hyundai Grand i10,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197,81.86,5,4.4
3347,Maruti,Maruti Swift Dzire,Kolkata,2014,33000,Petrol,Manual,First,19.1,1197,85.8,5,3.99
3348,BMW,BMW 5 Series,Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993,258.0,5,45.73
3349,Ford,Ford Ecosport 1.5,Kochi,2014,71390,Diesel,Manual,First,22.7,1498,89.84,5,5.27
3350,Maruti,Maruti Wagon R,Mumbai,2014,41000,CNG,Manual,First,26.2,998,58.2,5,3.5
3351,Honda,Honda City i,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498,98.6,5,7.25
3352,Tata,Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0,1405,70.0,5,1.6
3353,Renault,Renault Duster 110PS,Pune,2014,142000,Diesel,Manual,Second,19.01,1461,108.45,5,6.0
3354,Hyundai,Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36,1197,78.9,5,3.0
3355,Honda,Honda Jazz 1.2,Mumbai,2015,27628,Petrol,Manual,First,18.7,1199,88.7,5,4.95
3356,Maruti,Maruti SX4 S,Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248,88.5,5,8.99
3357,Honda,Honda Accord VTi-L,Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354,144.0,5,1.85
3358,Volkswagen,Volkswagen Polo ,Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198,73.9,5,6.16
3359,Maruti,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248,73.9,5,3.5
3360,Honda,Honda Amaze S,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5,4.5
3361,Hyundai,Hyundai i20 1.2,Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197,81.83,5,7.75
3362,Renault,Renault Duster 85PS,Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461,83.8,5,6.6
3363,Hyundai,Hyundai Grand i10,Kochi,2014,48031,Petrol,Manual,First,18.9,1197,82.0,5,4.98
3364,BMW,BMW 3 Series,Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995,181.0,5,9.75
3365,Ford,Ford Ecosport 1.5,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498,89.84,5,5.55
3366,Volkswagen,Volkswagen Vento 1.5,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5,10.3
3367,Honda,Honda Accord 2.4,Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354,177.6,5,7.5
3368,Chevrolet,Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399,92.7,5,1.8
3369,Volkswagen,Volkswagen Polo 1.2,Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199,74.0,5,6.25
3370,Mahindra,Mahindra Xylo D4,Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489,93.7,7,6.8
3371,Hyundai,Hyundai i10 Magna,Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197,80.0,5,3.0
3372,Mahindra,Mahindra XUV500 W8,Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179,140.0,7,11.6
3373,Hyundai,Hyundai Elantra CRDi,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582,126.24,5,6.95
3374,Volkswagen,Volkswagen Passat 1.8,Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798,160.0,5,3.5
3375,Hyundai,Hyundai Grand i10,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197,81.86,5,5.5
3376,Hyundai,Hyundai i20 Asta,Mumbai,2015,25000,Petrol,Manual,First,18.6,1197,81.83,5,5.65
3377,Chevrolet,Chevrolet Enjoy TCDi,Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248,73.8,8,3.25
3378,Skoda,Skoda Rapid 1.6,Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598,103.6,5,7.72
3379,Hyundai,Hyundai Creta 1.6,Pune,2016,42244,Diesel,Manual,First,19.67,1582,126.2,5,12.0
3380,Chevrolet,Chevrolet Beat ,Jaipur,2013,98598,Diesel,Manual,First,25.44,936,57.6,5,1.55
3381,Toyota,Toyota Fortuner 3.0,Delhi,2011,62100,Diesel,Manual,First,11.5,2982,171.0,7,10.75
3382,Hyundai,Hyundai i20 Sportz,Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197,81.83,5,6.72
3383,Audi,Audi Q7 3.0,Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967,241.4,7,28.55
3384,Porsche,Porsche Panamera ,Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967,300.0,4,75.0
3385,Honda,Honda City i,Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497,117.3,5,10.49
3386,Mahindra,Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493,100.0,7,3.8
3387,Audi,Audi A4 2.0,Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968,140.0,5,18.5
3388,Hyundai,Hyundai Sonata Transform,Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359,198.25,5,6.0
3389,Hyundai,Hyundai Verna 1.6,Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582,126.32,5,5.5
3390,Maruti,Maruti Wagon R,Pune,2010,91000,Petrol,Manual,First,18.9,998,67.1,5,2.3
3391,Maruti,Maruti Ertiga SHVS,Jaipur,2016,50000,Diesel,Manual,First,24.52,1248,88.5,7,8.7
3392,Hyundai,Hyundai Xcent 1.1,Delhi,2015,58000,Diesel,Manual,First,24.4,1120,71.01,5,4.95
3393,Maruti,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9,1248,74.0,5,4.25
3394,Mahindra,Mahindra XUV500 W6,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179,140.0,7,10.94
3395,BMW,BMW 5 Series,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995,190.0,5,21.26
3396,Toyota,Toyota Corolla Altis,Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798,138.03,5,11.5
3397,Hyundai,Hyundai i20 Asta,Pune,2015,54339,Diesel,Manual,Second,22.54,1396,88.73,5,6.0
3398,Mahindra,Mahindra KUV 100,Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198,82.0,6,4.1
3399,Maruti,Maruti Alto 800,Kolkata,2013,24027,Petrol,Manual,First,24.7,796,47.3,5,2.01
3400,Fiat,Fiat Punto EVO,Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172,67.0,5,2.6
3401,Maruti,Maruti Wagon R,Kolkata,2012,40000,Petrol,Manual,First,18.9,998,67.1,5,2.35
3402,Mitsubishi,Mitsubishi Pajero 4X4,Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835,118.6,6,9.15
3403,Honda,Honda Brio EX,Chennai,2013,42320,Petrol,Manual,First,19.4,1198,86.8,5,2.9
3404,Hyundai,Hyundai i20 Asta,Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396,88.73,5,9.18
3405,Hyundai,Hyundai Creta 1.6,Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591,121.3,5,11.45
3406,Maruti,Maruti Alto Green,Hyderabad,2012,92000,CNG,Manual,Second,26.83,796,38.4,5,2.1
3407,Honda,Honda Amaze S,Kochi,2017,61795,Petrol,Manual,First,17.8,1198,86.7,5,5.53
3408,Mahindra,Mahindra KUV 100,Chennai,2016,13500,Petrol,Manual,First,18.15,1198,82.0,6,3.75
3409,Honda,Honda City i-VTEC,Pune,2018,4500,Petrol,Automatic,First,18.0,1497,117.3,5,12.5
3410,Mahindra,Mahindra XUV500 AT,Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179,140.0,7,15.5
3411,Mercedes-Benz,Mercedes-Benz New C-Class,Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143,170.0,5,14.5
3412,Renault,Renault Duster 110PS,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461,108.45,5,12.46
3413,Volkswagen,Volkswagen Polo 1.2,Bangalore,2014,30000,Petrol,Manual,Second,16.47,1198,74.0,5,5.25
3414,Mercedes-Benz,Mercedes-Benz S Class,Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987,282.0,5,25.0
3415,Jaguar,Jaguar XJ 3.0L,Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993,271.23,4,45.0
3416,Maruti,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248,74.0,5,5.1
3417,Honda,Honda Amaze S,Delhi,2014,66000,Diesel,Manual,First,25.8,1498,98.6,5,3.5
3418,BMW,BMW 3 Series,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995,181.0,5,12.5
3419,Hyundai,Hyundai Verna 1.4,Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396,88.7,5,5.55
3420,Toyota,Toyota Fortuner 4x2,Delhi,2015,70000,Diesel,Automatic,First,11.5,2982,169.0,7,19.48
3421,Maruti,Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197,85.8,5,3.91
3422,Chevrolet,Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.6,1199,79.4,5,2.19
3423,Hyundai,Hyundai Grand i10,Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197,82.0,5,6.89
3424,Ford,Ford Figo ,Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196,70.0,5,3.47
3425,Maruti,Maruti Swift VXI,Pune,2010,75000,Petrol,Manual,First,16.1,1298,88.2,5,2.85
3426,Audi,Audi A4 35,Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968,174.33,5,25.64
3427,Honda,Honda City V,Kochi,2018,11966,Petrol,Manual,First,16.8,1497,116.3,5,10.28
3428,Honda,Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5,6.3
3429,Volkswagen,Volkswagen Polo 1.5,Chennai,2014,70920,Diesel,Manual,First,20.14,1498,88.8,5,4.75
3430,Nissan,Nissan Terrano XL,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461,83.14,5,5.8
3431,Land,Land Rover Discovery,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179,187.7,7,44.5
3432,Hyundai,Hyundai i20 Magna,Kochi,2014,44525,Petrol,Manual,First,18.5,1197,82.9,5,4.65
3433,Honda,Honda City 1.5,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497,118.0,5,3.6
3434,Mahindra,Mahindra XUV500 W10,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179,140.0,7,12.25
3435,Jeep,Jeep Compass 2.0,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956,170.0,5,20.0
3436,Mahindra,Mahindra XUV500 W10,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179,140.0,7,16.0
3437,Mahindra,Mahindra Scorpio VLX,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179,120.0,8,6.21
3438,Datsun,Datsun GO Plus,Kolkata,2016,12800,Petrol,Manual,First,19.44,1198,67.0,7,3.25
3439,Mahindra,Mahindra Scorpio S6,Kolkata,2016,32000,Diesel,Manual,First,15.4,2179,120.0,7,9.75
3440,Honda,Honda Amaze S,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5,4.45
3441,Honda,Honda City i-DTEC,Pune,2017,42000,Diesel,Manual,First,25.6,1498,98.6,5,12.0
3442,Tata,Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4,1396,65.0,5,0.8
3443,Hyundai,Hyundai Grand i10,Chennai,2018,48000,Diesel,Manual,First,24.0,1186,73.97,5,5.95
3444,Maruti,Maruti Alto 800,Pune,2015,18000,CNG,Manual,First,33.44,796,40.3,4,3.0
3445,Hyundai,Hyundai Verna 1.4,Kolkata,2014,19000,Petrol,Manual,First,17.43,1396,105.5,5,5.25
3446,Toyota,Toyota Innova Crysta,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393,147.8,7,22.2
3447,BMW,BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995,184.0,5,13.5
3448,Volkswagen,Volkswagen Jetta 2013-2015,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968,138.03,5,13.5
3449,Ford,Ford Figo ,Delhi,2014,66000,Diesel,Manual,First,20.0,1399,68.05,5,3.47
3450,Mahindra,Mahindra Ssangyong Rexton,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696,184.0,7,9.5
3451,Volkswagen,Volkswagen Vento ,Chennai,2011,37000,Petrol,Manual,First,15.04,1598,103.6,5,4.8
3452,Skoda,Skoda Rapid 1.6,Kochi,2016,35058,Petrol,Manual,First,15.0,1598,103.52,5,6.54
3453,Volkswagen,Volkswagen Polo ,Delhi,2012,52000,Petrol,Manual,First,16.47,1198,73.9,5,3.1
3454,Maruti,Maruti S Cross,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248,88.5,5,7.99
3455,Toyota,Toyota Corolla Altis,Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798,138.1,5,3.3
3456,Maruti,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77,1248,88.8,7,8.75
3457,Hyundai,Hyundai i10 Asta,Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197,80.0,5,4.19
3458,Mercedes-Benz,Mercedes-Benz CLA 200,Kochi,2019,13414,Diesel,Automatic,First,17.9,2143,136.0,5,30.77
3459,Honda,Honda City ZX,Jaipur,2006,95000,Petrol,Manual,Second,16.9,1497,100.0,5,2.11
3460,Mahindra,Mahindra KUV 100,Jaipur,2018,15900,Petrol,Manual,First,18.15,1198,82.0,6,6.25
3461,Toyota,Toyota Fortuner 3.0,Delhi,2011,151000,Diesel,Manual,First,11.5,2982,171.0,7,11.4
3462,Honda,Honda City 1.5,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497,118.0,5,5.2
3463,Audi,Audi A6 35,Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968,187.74,5,39.84
3464,Ford,Ford Figo ,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399,68.05,5,4.45
3465,Mercedes-Benz,Mercedes-Benz GLA Class,Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143,136.0,5,19.5
3466,Chevrolet,Chevrolet Aveo U-VA,Hyderabad,2007,33000,Petrol,Manual,First,15.26,1150,74.9,5,1.75
3467,Ford,Ford Figo 2015-2019,Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498,99.0,5,5.1
3468,Hyundai,Hyundai Elantra CRDi,Delhi,2013,71000,Diesel,Automatic,First,22.7,1582,126.2,5,6.8
3469,Maruti,Maruti Baleno Zeta,Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197,83.1,5,5.74
3470,Maruti,Maruti Swift LXi,Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197,85.0,5,3.3
3471,Mercedes-Benz,Mercedes-Benz CLS-Class 2006-2010,Hyderabad,2010,29000,Diesel,Automatic,First,9.9,3498,271.72,4,32.0
3472,BMW,BMW 3 Series,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995,190.0,5,35.0
3473,Maruti,Maruti Dzire AMT,Chennai,2017,19000,Diesel,Automatic,First,28.4,1248,73.75,5,8.9
3474,Hyundai,Hyundai Verna 1.6,Mumbai,2011,58000,Petrol,Manual,Second,17.01,1591,121.3,5,4.0
3475,Jeep,Jeep Compass 2.0,Kochi,2018,42203,Diesel,Manual,First,17.1,1956,170.0,5,19.46
3476,Hyundai,Hyundai Sonata Embera,Hyderabad,2009,94000,Diesel,Automatic,First,11.4,1991,142.0,5,5.25
3477,Maruti,Maruti Eeco 5,Delhi,2013,52000,CNG,Manual,Second,15.1,1196,73.0,5,2.6
3478,Tata,Tata Nexon 1.5,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497,108.5,5,9.22
3479,Hyundai,Hyundai EON Era,Jaipur,2013,70000,Petrol,Manual,First,21.1,814,55.2,5,1.8
3480,BMW,BMW 5 Series,Kochi,2015,65266,Diesel,Automatic,First,14.69,2993,258.0,5,31.75
3481,Maruti,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77,1248,88.76,7,5.99
3482,Honda,Honda Amaze E,Kochi,2015,51361,Petrol,Manual,First,18.0,1198,86.7,5,4.94
3483,Ford,Ford Fiesta 1.4,Jaipur,2007,125000,Petrol,Manual,Third,16.6,1388,68.0,5,1.5
3484,Honda,Honda Civic 2006-2010,Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799,130.0,5,3.25
3485,Maruti,Maruti Wagon R,Hyderabad,2007,65047,LPG,Manual,First,17.3,1061,57.5,5,1.95
3486,Maruti,Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77,1248,88.8,7,6.5
3487,Hyundai,Hyundai Grand i10,Delhi,2013,63210,Diesel,Manual,First,24.0,1120,70.0,5,3.71
3488,Hyundai,Hyundai Xcent 1.2,Pune,2018,31000,Petrol,Manual,First,20.14,1197,81.86,5,5.0
3489,Hyundai,Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086,68.05,5,1.99
3490,Honda,Honda Amaze S,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198,86.7,5,4.25
3491,Audi,Audi A6 2.7,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698,179.5,5,8.0
3492,Hyundai,Hyundai i10 Magna,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197,78.9,5,2.95
3493,Renault,Renault KWID RXT,Pune,2018,5000,Petrol,Manual,First,25.17,799,53.3,5,3.5
3494,Audi,Audi A4 New,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,16.0
3495,Maruti,Maruti Alto 800,Jaipur,2015,50000,Petrol,Manual,First,22.74,796,47.3,5,2.75
3496,Honda,Honda City i,Delhi,2015,53000,Petrol,Manual,First,17.8,1497,117.3,5,6.95
3497,Mercedes-Benz,Mercedes-Benz New C-Class,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796,186.0,5,12.5
3498,Audi,Audi Q5 3.0,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967,241.4,5,36.83
3499,Volkswagen,Volkswagen Polo 1.2,Pune,2011,36431,Petrol,Manual,First,16.2,1199,74.0,5,2.7
3500,Hyundai,Hyundai Creta 1.4,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396,88.7,5,9.9
3501,Honda,Honda City 1.5,Kochi,2011,94832,Petrol,Manual,First,17.0,1497,118.0,5,3.83
3502,Honda,Honda City 1.5,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497,118.0,5,5.25
3503,Maruti,Maruti S Cross,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598,118.0,5,7.75
3504,Maruti,Maruti SX4 Vxi,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586,103.2,5,2.46
3505,Maruti,Maruti Swift Dzire,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248,74.0,5,3.96
3506,Maruti,Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77,1248,88.8,7,8.25
3507,Hyundai,Hyundai i20 1.2,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197,81.83,5,7.58
3508,Hyundai,Hyundai Grand i10,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120,70.0,5,3.99
3509,Honda,Honda City i,Delhi,2014,54257,Petrol,Manual,First,17.4,1497,117.3,5,6.25
3510,Skoda,Skoda Rapid 1.6,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598,103.5,5,5.0
